시군구,동반자유형,만족도,재방문의도,타인추천의도,성별,연령대
경남 남해군,친구/연인,만족,높음,높음,여,20대
울산 울주군,친구/연인,만족,높음,높음,남,50대
경남 김해시,(직장)동료,보통,보통,높음,남,40대
강원 속초시,친구/연인,만족,보통,높음,여,30대
경남 고성군,친구/연인,매우 만족,높음,높음,여,50대
경남 남해군,친구/연인,매우 만족,높음,높음,여,20대
경남 밀양시,친구/연인,매우 만족,높음,매우 높음,남,20대
경남 양산시,친구/연인,만족,높음,높음,남,50대
경북 포항시,친목 모임,만족,높음,높음,남,70세 이상
울산 울주군,(직장)동료,만족,높음,높음,남,50대
경남 밀양시,친구/연인,매우 만족,높음,높음,남,20대
경남 거제시,가족,매우 만족,높음,높음,여,40대
울산 울주군,친구/연인,매우 만족,높음,높음,여,60대
경남 김해시,가족,만족,높음,높음,여,20대
광주 광산구,(직장)동료,만족,높음,높음,남,50대
경남 거제시,친구/연인,만족,높음,높음,여,50대
대구 달서구,가족,만족,높음,높음,여,40대
경남 창원시,가족,만족,높음,높음,남,70세 이상
경북 경주시,가족,만족,높음,높음,남,60대
울산 남구,가족,보통,높음,보통,여,50대
경남 밀양시,친구/연인,만족,높음,높음,여,20대
서울 마포구,가족,만족,높음,높음,여,40대
경기 가평군,가족,만족,높음,높음,남,50대
경남 양산시,가족,만족,높음,보통,남,30대
경북 청도군,친구/연인,만족,높음,보통,남,20대
경북 경주시,가족,매우 만족,매우 높음,높음,남,70세 이상
경남 고성군,친구/연인,매우 만족,높음,높음,여,60대
경남 하동군,가족,매우 만족,매우 높음,높음,여,40대
경남 합천군,가족,매우 만족,매우 높음,높음,여,50대
경남 양산시,가족,만족,매우 높음,높음,여,70세 이상
경남 거제시,친구/연인,매우 만족,높음,높음,여,20대
경북 경주시,가족,만족,높음,높음,남,50대
경북 청도군,가족,만족,높음,높음,남,50대
경남 고성군,친구/연인,만족,매우 높음,높음,여,50대
경남 양산시,친목 모임,만족,매우 높음,높음,여,70세 이상
경남 양산시,친구/연인,만족,높음,높음,남,30대
경남 함안군,친구/연인,만족,높음,높음,여,40대
경북 경주시,가족,만족,높음,높음,남,40대
경남 사천시,가족,만족,높음,높음,여,50대
울산 중구,가족,만족,높음,높음,여,30대
경북 경주시,가족,보통,보통,보통,여,40대
경북 상주시,친구/연인,만족,높음,높음,남,20대
제주 제주시,가족,만족,높음,높음,남,30대
전남 여수시,가족,만족,높음,높음,여,50대
경남 남해군,친구/연인,만족,보통,보통,여,20대
경남 김해시,가족,만족,높음,높음,남,40대
경남 거제시,가족,만족,높음,높음,여,30대
경남 창원시,(직장)동료,매우 만족,매우 높음,높음,남,30대
경남 창녕군,가족,매우 만족,매우 높음,매우 높음,남,60대
경북 경주시,가족,매우 만족,매우 높음,매우 높음,남,40대
울산 울주군,가족,만족,높음,높음,여,50대
경북 문경시,가족,만족,높음,높음,여,70세 이상
대구 달성군,(직장)동료,만족,높음,높음,남,50대
경남 창녕군,가족,만족,높음,높음,남,60대
경남 김해시,가족,만족,높음,높음,남,20대
경남 거제시,친구/연인,만족,높음,높음,여,60대
경남 하동군,친구/연인,만족,보통,높음,남,20대
경북 포항시,친구/연인,만족,높음,높음,여,60대
울산 동구,친구/연인,만족,높음,높음,여,20대
경남 거제시,가족,만족,높음,높음,여,30대
대구 수성구,가족,만족,높음,높음,남,40대
인천 중구,가족,만족,높음,높음,남,70세 이상
제주 제주시,가족,만족,높음,높음,여,50대
경남 산청군,(직장)동료,만족,높음,높음,남,30대
경남 밀양시,친구/연인,만족,높음,높음,남,40대
경남 통영시,가족,만족,높음,보통,여,60대
경남 남해군,가족,만족,높음,높음,남,60대
경남 밀양시,가족,만족,높음,보통,여,70세 이상
전북 정읍시,가족,만족,높음,높음,여,50대
울산 북구,친척,만족,높음,높음,여,30대
경남 진주시,가족,만족,높음,높음,남,40대
경남 거제시,친구/연인,만족,높음,높음,여,20대
경남 통영시,친목 모임,만족,높음,높음,남,60대
경남 거제시,가족,만족,높음,높음,여,40대
경북 경주시,가족,만족,높음,높음,남,30대
경남 산청군,친구/연인,매우 만족,높음,높음,남,40대
강원 강릉시,친구/연인,만족,높음,높음,여,20대
강원 정선군,친목 모임,매우 만족,높음,높음,여,40대
경남 창원시,가족,매우 만족,매우 높음,높음,남,60대
울산 동구,가족,매우 만족,높음,높음,여,50대
경북 경주시,친구/연인,만족,높음,높음,여,20대
경남 거제시,친구/연인,만족,높음,높음,여,30대
경남 남해군,친구/연인,만족,높음,높음,남,30대
경남 거제시,가족,만족,높음,보통,여,50대
경남 하동군,친구/연인,매우 만족,높음,높음,남,60대
경남 고성군,가족,만족,높음,높음,남,70세 이상
경남 거제시,가족,만족,높음,높음,여,70세 이상
전남 순천시,친구/연인,만족,높음,높음,여,40대
서울 종로구,친구/연인,만족,높음,높음,남,20대
경북 포항시,가족,만족,높음,높음,여,40대
울산 울주군,친구/연인,만족,높음,높음,여,30대
경남 양산시,가족,만족,높음,높음,여,15~19세
경남 거제시,친구/연인,만족,높음,높음,남,30대
경남 남해군,가족,만족,높음,높음,여,60대
경남 양산시,친구/연인,만족,높음,높음,여,30대
경남 통영시,가족,만족,높음,높음,남,15~19세
전남 순천시,가족,매우 만족,높음,높음,남,30대
울산 동구,가족,만족,높음,높음,남,60대
경남 밀양시,친구/연인,만족,높음,높음,여,50대
서울 성동구,친구/연인,만족,높음,높음,여,20대
경북 칠곡군,가족,만족,높음,높음,여,50대
경남 진주시,친구/연인,만족,높음,높음,남,20대
경남 남해군,친목 모임,만족,높음,높음,여,60대
광주 광산구,(직장)동료,만족,높음,높음,남,50대
울산 울주군,친구/연인,만족,높음,높음,남,30대
경북 경주시,가족,만족,높음,높음,여,40대
경남 김해시,가족,만족,높음,높음,남,40대
경남 진주시,친구/연인,만족,높음,높음,여,30대
경남 함안군,친구/연인,만족,높음,보통,여,60대
전남 순천시,친구/연인,만족,높음,보통,남,70세 이상
경남 통영시,가족,만족,높음,높음,남,60대
제주 서귀포시,친구/연인,만족,높음,높음,여,20대
경북 경주시,가족,매우 만족,높음,높음,남,40대
경남 양산시,가족,만족,높음,높음,여,60대
경남 창원시,가족,보통,높음,보통,여,70세 이상
경기 용인시,친구/연인,매우 만족,높음,높음,여,20대
경북 안동시,친구/연인,만족,높음,높음,여,30대
경북 경주시,가족,만족,높음,높음,여,50대
경남 통영시,친구/연인,만족,높음,높음,남,40대
경남 거제시,가족,만족,높음,높음,남,50대
전남 여수시,가족,매우 만족,매우 높음,높음,남,20대
경남 남해군,가족,매우 만족,매우 높음,매우 높음,남,40대
전남 순천시,가족,매우 만족,높음,높음,여,40대
경남 밀양시,가족,매우 만족,매우 높음,높음,여,30대
경북 안동시,가족,만족,높음,높음,남,60대
경남 통영시,가족,만족,높음,높음,여,40대
경북 경주시,친구/연인,만족,높음,높음,여,20대
경남 남해군,가족,만족,높음,높음,여,60대
경북 청도군,가족,만족,높음,높음,남,70세 이상
경북 영주시,가족,만족,높음,높음,여,50대
경남 거제시,가족,만족,높음,높음,남,50대
경남 거제시,가족,매우 만족,높음,높음,남,60대
경남 밀양시,가족,만족,높음,높음,남,50대
울산 울주군,가족,매우 만족,높음,높음,여,50대
경남 고성군,가족,매우 만족,높음,높음,여,30대
울산 북구,친구/연인,만족,높음,높음,남,30대
경남 밀양시,친구/연인,만족,높음,높음,남,20대
경남 통영시,친구/연인,만족,높음,높음,여,20대
경남 거제시,가족,만족,높음,높음,여,40대
경남 양산시,가족,만족,높음,높음,여,50대
인천 중구,가족,만족,높음,높음,여,70세 이상
제주 제주시,가족,만족,높음,높음,여,50대
경북 경주시,친구/연인,만족,높음,높음,여,20대
경남 양산시,가족,만족,높음,보통,남,60대
경남 함양군,친구/연인,만족,높음,높음,남,30대
경남 창원시,친구/연인,만족,높음,높음,여,20대
경남 창원시,가족,만족,높음,보통,여,70세 이상
경남 밀양시,가족,만족,높음,높음,여,70세 이상
경남 김해시,가족,만족,보통,보통,남,70세 이상
울산 동구,가족,만족,높음,높음,여,30대
경북 포항시,가족,만족,높음,높음,여,50대
경북 경주시,가족,만족,높음,높음,남,50대
경남 남해군,가족,만족,높음,높음,여,60대
경남 통영시,가족,만족,높음,높음,여,60대
경남 거제시,가족,만족,높음,높음,여,70세 이상
전남 순천시,가족,만족,높음,높음,남,60대
울산 중구,가족,만족,높음,높음,남,70세 이상
경남 거제시,가족,만족,높음,높음,여,50대
경북 구미시,가족,만족,높음,보통,여,30대
전북 순창군,가족,만족,높음,높음,남,40대
경남 함안군,가족,매우 만족,매우 높음,높음,여,60대
경남 산청군,가족,매우 만족,매우 높음,높음,여,50대
경남 밀양시,가족,매우 만족,높음,높음,여,20대
경남 사천시,가족,매우 만족,매우 높음,매우 높음,여,50대
경남 진주시,친구/연인,매우 만족,매우 높음,매우 높음,여,20대
경남 통영시,친구/연인,매우 만족,매우 높음,매우 높음,남,20대
경북 김천시,가족,매우 만족,매우 높음,매우 높음,남,60대
경북 경주시,가족,매우 만족,매우 높음,매우 높음,남,50대
울산 중구,(직장)동료,만족,높음,높음,남,50대
울산 울주군,가족,만족,높음,높음,남,40대
경남 거제시,친구/연인,만족,높음,높음,여,30대
경남 양산시,친구/연인,만족,높음,높음,남,20대
강원 속초시,친구/연인,만족,높음,높음,여,20대
경북 포항시,가족,만족,높음,높음,여,30대
경남 양산시,가족,보통,높음,보통,남,50대
경남 밀양시,친구/연인,만족,높음,높음,여,60대
경북 청도군,친구/연인,만족,높음,보통,여,30대
경남 하동군,친구/연인,매우 만족,매우 높음,높음,여,20대
경남 창원시,가족,매우 만족,높음,높음,여,30대
경남 통영시,친구/연인,만족,높음,높음,여,50대
경남 창원시,(직장)동료,만족,높음,높음,남,40대
경남 김해시,가족,만족,높음,높음,여,70세 이상
경남 창녕군,가족,만족,높음,높음,남,60대
경북 경주시,가족,만족,높음,높음,여,30대
충남 서천군,가족,만족,높음,높음,여,40대
경남 남해군,친구/연인,만족,높음,높음,여,60대
울산 울주군,친구/연인,만족,높음,높음,남,30대
경남 합천군,친구/연인,매우 만족,높음,높음,남,60대
울산 동구,친구/연인,만족,높음,높음,여,20대
경북 경주시,친목 모임,만족,높음,높음,여,50대
전남 순천시,가족,만족,높음,높음,남,40대
경남 밀양시,친구/연인,만족,높음,높음,남,50대
울산 동구,친구/연인,만족,높음,높음,여,40대
대구 수성구,가족,만족,높음,높음,여,60대
경남 밀양시,가족,만족,높음,높음,여,50대
경남 통영시,가족,만족,높음,매우 높음,여,30대
경남 함안군,가족,만족,높음,매우 높음,여,40대
울산 남구,친구/연인,만족,높음,높음,여,20대
경북 경주시,가족,만족,높음,높음,남,40대
경남 밀양시,친구/연인,만족,매우 높음,높음,여,30대
울산 동구,친구/연인,만족,높음,높음,남,30대
경북 포항시,친구/연인,만족,높음,높음,여,40대
경남 양산시,친구/연인,만족,높음,높음,남,50대
울산 동구,가족,만족,높음,높음,여,40대
경남 창원시,가족,만족,높음,높음,여,20대
경남 남해군,친구/연인,매우 만족,매우 높음,높음,여,50대
경북 경주시,가족,만족,높음,높음,남,40대
경남 산청군,친구/연인,만족,높음,높음,남,30대
경북 울진군,가족,만족,높음,높음,여,60대
경남 창원시,가족,만족,높음,높음,남,60대
경남 창원시,(직장)동료,만족,높음,높음,남,50대
경남 밀양시,가족,만족,높음,높음,여,40대
경남 거창군,가족,만족,높음,높음,남,60대
경남 하동군,가족,매우 만족,높음,높음,여,50대
울산 울주군,친구/연인,만족,높음,높음,여,70세 이상
경북 포항시,친구/연인,만족,매우 높음,높음,여,30대
